timestamp,consumption_kwh,temperature_c,humidity_pct,hour_of_day,day_of_week,is_weekend,is_holiday,month
2021-01-03 03:00:00,115.81,5.5,50.1,3,6,1,0,1
2021-01-03 04:00:00,114.39,3.2,53.2,4,6,1,0,1
2021-01-03 05:00:00,126.92,6.0,53.9,5,6,1,0,1
2021-01-03 06:00:00,138.41,5.2,58.3,6,6,1,0,1
2021-01-03 07:00:00,173.35,4.0,48.1,7,6,1,0,1
2021-01-03 08:00:00,192.56,4.8,50.1,8,6,1,0,1
2021-01-03 09:00:00,192.99,3.6,38.9,9,6,1,0,1
2021-01-03 10:00:00,189.31,5.1,44.5,10,6,1,0,1
2021-01-03 11:00:00,163.74,5.8,42.5,11,6,1,0,1
2021-01-03 12:00:00,140.72,4.2,40.1,12,6,1,0,1
2021-01-03 13:00:00,127.17,4.5,43.8,13,6,1,0,1
2021-01-03 14:00:00,121.91,5.6,44.6,14,6,1,0,1
2021-01-03 15:00:00,128.23,6.6,43.9,15,6,1,0,1
2021-01-03 16:00:00,124.02,4.6,58.8,16,6,1,0,1
2021-01-03 17:00:00,169.68,6.0,46.0,17,6,1,0,1
2021-01-03 18:00:00,220.66,8.4,47.5,18,6,1,0,1
2021-01-03 19:00:00,205.09,3.7,49.3,19,6,1,0,1
2021-01-03 20:00:00,195.42,3.2,47.8,20,6,1,0,1
2021-01-03 21:00:00,190.68,5.0,37.0,21,6,1,0,1
2021-01-03 22:00:00,132.39,4.3,56.2,22,6,1,0,1
2021-01-03 23:00:00,114.84,5.2,63.3,23,6,1,0,1
2021-01-04 00:00:00,164.73,1.6,44.8,0,0,0,0,1
2021-01-04 01:00:00,157.46,6.0,54.0,1,0,0,0,1
2021-01-04 02:00:00,172.58,1.4,45.3,2,0,0,0,1
2021-01-04 03:00:00,160.54,5.5,37.7,3,0,0,0,1
2021-01-04 04:00:00,169.13,7.4,58.1,4,0,0,0,1
2021-01-04 05:00:00,162.39,5.2,41.3,5,0,0,0,1
2021-01-04 06:00:00,191.77,4.7,50.0,6,0,0,0,1
2021-01-04 07:00:00,200.74,3.7,41.7,7,0,0,0,1
2021-01-04 08:00:00,207.48,2.3,50.7,8,0,0,0,1
2021-01-04 09:00:00,255.22,3.9,49.7,9,0,0,0,1
2021-01-04 10:00:00,226.61,4.8,52.5,10,0,0,0,1
2021-01-04 11:00:00,223.83,3.1,44.1,11,0,0,0,1
2021-01-04 12:00:00,219.49,6.6,49.9,12,0,0,0,1
2021-01-04 13:00:00,175.01,4.5,50.6,13,0,0,0,1
2021-01-04 14:00:00,182.97,4.2,59.1,14,0,0,0,1
2021-01-04 15:00:00,178.71,1.8,45.5,15,0,0,0,1
2021-01-04 16:00:00,170.08,6.2,40.8,16,0,0,0,1
2021-01-04 17:00:00,219.65,0.8,47.1,17,0,0,0,1
2021-01-04 18:00:00,236.01,5.3,43.7,18,0,0,0,1
2021-01-04 19:00:00,263.7,0.6,49.1,19,0,0,0,1
2021-01-04 20:00:00,246.34,6.6,51.5,20,0,0,0,1
2021-01-04 21:00:00,214.04,7.3,46.8,21,0,0,0,1
2021-01-04 22:00:00,170.81,3.6,44.6,22,0,0,0,1
2021-01-04 23:00:00,169.91,4.9,48.7,23,0,0,0,1
2021-01-05 00:00:00,177.17,3.2,49.4,0,1,0,0,1
2021-01-05 01:00:00,154.11,4.7,45.0,1,1,0,0,1
2021-01-05 02:00:00,158.92,4.5,41.2,2,1,0,0,1
2021-01-05 03:00:00,170.32,4.7,56.7,3,1,0,0,1
2021-01-05 04:00:00,170.21,6.7,43.9,4,1,0,0,1
2021-01-05 05:00:00,175.01,2.3,49.1,5,1,0,0,1
2021-01-05 06:00:00,191.65,3.1,57.5,6,1,0,0,1
2021-01-05 07:00:00,204.45,0.8,50.3,7,1,0,0,1
2021-01-05 08:00:00,234.51,4.6,49.8,8,1,0,0,1
2021-01-05 09:00:00,247.73,0.5,41.7,9,1,0,0,1
2021-01-05 10:00:00,248.64,7.2,57.0,10,1,0,0,1
2021-01-05 11:00:00,189.39,0.5,51.3,11,1,0,0,1
2021-01-05 12:00:00,174.78,7.8,48.8,12,1,0,0,1
2021-01-05 13:00:00,153.03,8.6,50.7,13,1,0,0,1
2021-01-05 14:00:00,169.02,5.2,43.8,14,1,0,0,1
2021-01-05 15:00:00,160.19,3.7,54.4,15,1,0,0,1
2021-01-05 16:00:00,184.37,5.2,56.6,16,1,0,0,1
2021-01-05 17:00:00,213.78,5.0,48.5,17,1,0,0,1
2021-01-05 18:00:00,238.82,5.9,48.0,18,1,0,0,1
2021-01-05 19:00:00,258.33,8.1,51.5,19,1,0,0,1
2021-01-05 20:00:00,260.56,3.3,43.6,20,1,0,0,1
2021-01-05 21:00:00,218.81,4.3,49.8,21,1,0,0,1
2021-01-05 22:00:00,200.1,5.8,46.9,22,1,0,0,1
2021-01-05 23:00:00,180.26,4.2,51.6,23,1,0,0,1
2021-01-06 00:00:00,150.6,4.4,43.2,0,2,0,0,1
2021-01-06 01:00:00,168.68,3.1,42.6,1,2,0,0,1
2021-01-06 02:00:00,182.97,4.5,55.4,2,2,0,0,1
2021-01-06 03:00:00,157.07,4.7,39.8,3,2,0,0,1
2021-01-06 04:00:00,161.01,4.5,40.1,4,2,0,0,1
2021-01-06 05:00:00,163.14,5.2,45.2,5,2,0,0,1
2021-01-06 06:00:00,184.38,3.1,56.4,6,2,0,0,1
2021-01-06 07:00:00,218.07,2.9,45.6,7,2,0,0,1
2021-01-06 08:00:00,237.88,3.2,49.9,8,2,0,0,1
2021-01-06 09:00:00,234.5,6.1,54.5,9,2,0,0,1
2021-01-06 10:00:00,226.64,6.9,43.5,10,2,0,0,1
2021-01-06 11:00:00,208.58,7.0,51.6,11,2,0,0,1
2021-01-06 12:00:00,179.89,2.2,50.3,12,2,0,0,1
2021-01-06 13:00:00,174.4,2.8,44.3,13,2,0,0,1
2021-01-06 14:00:00,169.65,0.4,49.3,14,2,0,0,1
2021-01-06 15:00:00,180.54,3.4,52.7,15,2,0,0,1
2021-01-06 16:00:00,199.59,3.4,44.1,16,2,0,0,1
2021-01-06 17:00:00,214.37,1.6,45.8,17,2,0,0,1
2021-01-06 18:00:00,248.62,4.7,48.6,18,2,0,0,1
2021-01-06 19:00:00,256.85,6.9,48.6,19,2,0,0,1
2021-01-06 20:00:00,253.53,2.2,51.1,20,2,0,0,1
2021-01-06 21:00:00,220.92,7.5,43.8,21,2,0,0,1
2021-01-06 22:00:00,192.57,4.5,47.1,22,2,0,0,1
2021-01-06 23:00:00,180.07,1.2,51.6,23,2,0,0,1
2021-01-07 00:00:00,156.81,6.9,58.7,0,3,0,0,1
2021-01-07 01:00:00,179.45,4.5,47.5,1,3,0,0,1
2021-01-07 02:00:00,145.47,1.1,49.9,2,3,0,0,1
2021-01-07 03:00:00,147.07,-0.6,37.4,3,3,0,0,1
2021-01-07 04:00:00,161.24,6.7,43.2,4,3,0,0,1
2021-01-07 05:00:00,159.81,2.3,50.6,5,3,0,0,1
2021-01-07 06:00:00,178.32,7.2,42.5,6,3,0,0,1
2021-01-07 07:00:00,222.77,4.9,47.6,7,3,0,0,1
2021-01-07 08:00:00,225.0,4.8,41.5,8,3,0,0,1
2021-01-07 09:00:00,243.84,3.5,51.1,9,3,0,0,1
2021-01-07 10:00:00,225.32,4.4,51.8,10,3,0,0,1
2021-01-07 11:00:00,223.84,4.3,48.4,11,3,0,0,1
2021-01-07 12:00:00,175.73,4.4,45.7,12,3,0,0,1
2021-01-07 13:00:00,175.37,6.0,44.6,13,3,0,0,1
2021-01-07 14:00:00,154.59,0.8,52.7,14,3,0,0,1
2021-01-07 15:00:00,161.08,3.1,52.8,15,3,0,0,1
2021-01-07 16:00:00,182.65,4.4,47.9,16,3,0,0,1
2021-01-07 17:00:00,200.96,7.3,55.0,17,3,0,0,1
2021-01-07 18:00:00,235.22,1.7,51.5,18,3,0,0,1
2021-01-07 19:00:00,266.92,3.8,48.1,19,3,0,0,1
2021-01-07 20:00:00,240.48,4.2,48.0,20,3,0,0,1
2021-01-07 21:00:00,224.05,7.2,45.0,21,3,0,0,1
2021-01-07 22:00:00,190.78,3.6,48.0,22,3,0,0,1
2021-01-07 23:00:00,181.5,4.3,42.4,23,3,0,0,1
2021-01-08 00:00:00,167.33,7.4,48.7,0,4,0,0,1
2021-01-08 01:00:00,163.06,6.3,52.1,1,4,0,0,1
2021-01-08 02:00:00,160.86,5.0,51.8,2,4,0,0,1
2021-01-08 03:00:00,142.0,2.7,47.6,3,4,0,0,1
2021-01-08 04:00:00,175.87,4.6,49.6,4,4,0,0,1
2021-01-08 05:00:00,170.82,4.9,52.1,5,4,0,0,1
2021-01-08 06:00:00,176.27,2.6,40.4,6,4,0,0,1
2021-01-08 07:00:00,206.45,1.9,50.7,7,4,0,0,1
2021-01-08 08:00:00,241.04,5.7,47.9,8,4,0,0,1
2021-01-08 09:00:00,237.26,6.7,44.3,9,4,0,0,1
2021-01-08 10:00:00,237.36,3.5,39.4,10,4,0,0,1
2021-01-08 11:00:00,203.62,7.0,47.5,11,4,0,0,1
2021-01-08 12:00:00,187.97,6.8,35.8,12,4,0,0,1
2021-01-08 13:00:00,185.85,4.9,44.6,13,4,0,0,1
2021-01-08 14:00:00,167.04,6.5,46.2,14,4,0,0,1
2021-01-08 15:00:00,161.34,3.8,44.9,15,4,0,0,1
2021-01-08 16:00:00,200.62,7.4,52.6,16,4,0,0,1
2021-01-08 17:00:00,240.48,2.4,57.9,17,4,0,0,1
2021-01-08 18:00:00,239.59,5.0,43.0,18,4,0,0,1
2021-01-08 19:00:00,259.66,5.4,42.9,19,4,0,0,1
2021-01-08 20:00:00,268.31,6.8,40.0,20,4,0,0,1
2021-01-08 21:00:00,206.52,7.7,41.3,21,4,0,0,1
2021-01-08 22:00:00,189.83,4.0,42.3,22,4,0,0,1
2021-01-08 23:00:00,191.56,-0.6,46.4,23,4,0,0,1
2021-01-09 00:00:00,95.11,2.4,46.1,0,5,1,0,1
2021-01-09 01:00:00,129.43,5.9,46.4,1,5,1,0,1
2021-01-09 02:00:00,115.68,5.0,45.6,2,5,1,0,1
2021-01-09 03:00:00,113.91,3.6,40.8,3,5,1,0,1
2021-01-09 04:00:00,117.27,4.3,48.3,4,5,1,0,1
2021-01-09 05:00:00,138.2,3.6,49.6,5,5,1,0,1
2021-01-09 06:00:00,133.54,2.4,56.2,6,5,1,0,1
2021-01-09 07:00:00,160.07,3.1,59.6,7,5,1,0,1
2021-01-09 08:00:00,163.79,7.3,51.6,8,5,1,0,1
2021-01-09 09:00:00,176.58,4.8,44.9,9,5,1,0,1
2021-01-09 10:00:00,186.51,1.1,48.0,10,5,1,0,1
2021-01-09 11:00:00,150.57,5.4,46.0,11,5,1,0,1
2021-01-09 12:00:00,125.86,2.6,44.7,12,5,1,0,1
2021-01-09 13:00:00,112.98,4.2,47.4,13,5,1,0,1
2021-01-09 14:00:00,117.86,4.1,43.7,14,5,1,0,1
2021-01-09 15:00:00,129.14,5.6,48.4,15,5,1,0,1
2021-01-09 16:00:00,145.41,1.3,45.6,16,5,1,0,1
2021-01-09 17:00:00,172.27,5.9,39.5,17,5,1,0,1
2021-01-09 18:00:00,197.31,7.0,46.6,18,5,1,0,1
2021-01-09 19:00:00,216.75,5.5,48.7,19,5,1,0,1
2021-01-09 20:00:00,190.43,4.8,48.3,20,5,1,0,1
2021-01-09 21:00:00,168.61,4.3,53.8,21,5,1,0,1
2021-01-09 22:00:00,150.34,4.3,45.0,22,5,1,0,1
2021-01-09 23:00:00,114.16,2.9,52.1,23,5,1,0,1
2021-01-10 00:00:00,111.3,2.5,48.5,0,6,1,0,1
2021-01-10 01:00:00,105.9,5.2,52.8,1,6,1,0,1
2021-01-10 02:00:00,122.77,5.5,43.0,2,6,1,0,1
2021-01-10 03:00:00,112.77,5.9,50.2,3,6,1,0,1
2021-01-10 04:00:00,118.53,3.0,45.9,4,6,1,0,1
2021-01-10 05:00:00,107.23,4.6,48.1,5,6,1,0,1
2021-01-10 06:00:00,125.14,5.0,44.0,6,6,1,0,1
2021-01-10 07:00:00,165.51,4.3,38.2,7,6,1,0,1
2021-01-10 08:00:00,170.66,6.3,47.2,8,6,1,0,1
2021-01-10 09:00:00,165.76,2.7,46.7,9,6,1,0,1
2021-01-10 10:00:00,177.48,5.0,50.8,10,6,1,0,1
2021-01-10 11:00:00,162.06,3.6,48.4,11,6,1,0,1
2021-01-10 12:00:00,129.29,6.8,47.6,12,6,1,0,1
2021-01-10 13:00:00,137.5,3.7,48.4,13,6,1,0,1
2021-01-10 14:00:00,109.21,4.0,42.2,14,6,1,0,1
2021-01-10 15:00:00,110.81,0.4,49.1,15,6,1,0,1
2021-01-10 16:00:00,131.46,2.1,37.6,16,6,1,0,1
2021-01-10 17:00:00,153.18,5.7,40.9,17,6,1,0,1
2021-01-10 18:00:00,202.57,5.0,45.8,18,6,1,0,1
2021-01-10 19:00:00,197.02,6.1,47.5,19,6,1,0,1
2021-01-10 20:00:00,192.42,4.4,50.0,20,6,1,0,1
2021-01-10 21:00:00,166.5,1.7,53.0,21,6,1,0,1
2021-01-10 22:00:00,152.77,3.8,47.6,22,6,1,0,1
2021-01-10 23:00:00,130.35,5.1,45.8,23,6,1,0,1
2021-01-11 00:00:00,166.73,8.9,54.4,0,0,0,0,1
2021-01-11 01:00:00,148.04,2.4,66.3,1,0,0,0,1
2021-01-11 02:00:00,176.44,3.9,44.0,2,0,0,0,1
2021-01-11 03:00:00,163.56,5.4,40.4,3,0,0,0,1
2021-01-11 04:00:00,151.31,5.7,45.9,4,0,0,0,1
2021-01-11 05:00:00,171.05,3.2,45.3,5,0,0,0,1
2021-01-11 06:00:00,176.47,3.6,51.2,6,0,0,0,1
2021-01-11 07:00:00,222.01,1.1,43.8,7,0,0,0,1
2021-01-11 08:00:00,235.51,3.5,59.2,8,0,0,0,1
2021-01-11 09:00:00,242.43,2.3,43.3,9,0,0,0,1
2021-01-11 10:00:00,220.69,2.3,59.4,10,0,0,0,1
2021-01-11 11:00:00,207.46,6.0,54.8,11,0,0,0,1
2021-01-11 12:00:00,189.81,2.6,46.1,12,0,0,0,1
2021-01-11 13:00:00,157.94,6.4,47.8,13,0,0,0,1
2021-01-11 14:00:00,146.08,4.7,44.1,14,0,0,0,1
2021-01-11 15:00:00,180.29,3.2,40.3,15,0,0,0,1
2021-01-11 16:00:00,186.91,8.5,56.8,16,0,0,0,1
2021-01-11 17:00:00,231.29,3.7,50.9,17,0,0,0,1
2021-01-11 18:00:00,270.32,3.8,46.8,18,0,0,0,1
2021-01-11 19:00:00,261.2,4.4,45.1,19,0,0,0,1
2021-01-11 20:00:00,245.77,5.8,42.4,20,0,0,0,1
2021-01-11 21:00:00,239.42,2.3,46.1,21,0,0,0,1
2021-01-11 22:00:00,183.13,6.1,47.0,22,0,0,0,1
2021-01-11 23:00:00,167.92,4.0,52.8,23,0,0,0,1
2021-01-12 00:00:00,157.1,7.5,40.6,0,1,0,0,1
2021-01-12 01:00:00,171.91,8.1,37.5,1,1,0,0,1
2021-01-12 02:00:00,158.45,0.9,47.0,2,1,0,0,1
2021-01-12 03:00:00,141.71,6.3,31.7,3,1,0,0,1
2021-01-12 04:00:00,154.58,3.5,47.7,4,1,0,0,1
2021-01-12 05:00:00,166.81,4.2,41.6,5,1,0,0,1
2021-01-12 06:00:00,191.79,2.9,48.7,6,1,0,0,1
2021-01-12 07:00:00,205.34,7.5,44.2,7,1,0,0,1
2021-01-12 08:00:00,230.08,4.7,46.0,8,1,0,0,1
2021-01-12 09:00:00,230.85,1.5,49.4,9,1,0,0,1
2021-01-12 10:00:00,242.21,2.7,39.6,10,1,0,0,1
2021-01-12 11:00:00,211.28,4.3,53.2,11,1,0,0,1
2021-01-12 12:00:00,193.77,1.2,42.1,12,1,0,0,1
2021-01-12 13:00:00,170.14,3.1,42.0,13,1,0,0,1
2021-01-12 14:00:00,164.65,4.3,42.4,14,1,0,0,1
2021-01-12 15:00:00,179.45,3.7,34.6,15,1,0,0,1
2021-01-12 16:00:00,181.14,3.0,54.0,16,1,0,0,1
2021-01-12 17:00:00,204.83,1.4,53.4,17,1,0,0,1
2021-01-12 18:00:00,244.96,3.3,50.5,18,1,0,0,1
2021-01-12 19:00:00,258.06,1.3,48.4,19,1,0,0,1
2021-01-12 20:00:00,278.61,7.2,50.4,20,1,0,0,1
2021-01-12 21:00:00,209.99,1.3,47.4,21,1,0,0,1
2021-01-12 22:00:00,200.01,6.9,51.6,22,1,0,0,1
2021-01-12 23:00:00,153.24,3.1,43.8,23,1,0,0,1
2021-01-13 00:00:00,157.39,8.0,50.0,0,2,0,0,1
2021-01-13 01:00:00,169.78,6.5,51.3,1,2,0,0,1
2021-01-13 02:00:00,162.13,1.4,43.9,2,2,0,0,1
2021-01-13 03:00:00,150.8,5.3,52.3,3,2,0,0,1
2021-01-13 04:00:00,170.43,4.9,58.5,4,2,0,0,1
2021-01-13 05:00:00,178.5,6.3,47.4,5,2,0,0,1
2021-01-13 06:00:00,198.21,8.2,48.0,6,2,0,0,1
2021-01-13 07:00:00,217.56,2.9,50.5,7,2,0,0,1
2021-01-13 08:00:00,223.85,3.1,53.0,8,2,0,0,1
2021-01-13 09:00:00,259.32,3.0,47.5,9,2,0,0,1
2021-01-13 10:00:00,223.29,5.2,52.2,10,2,0,0,1
2021-01-13 11:00:00,202.84,4.8,41.6,11,2,0,0,1
2021-01-13 12:00:00,200.7,6.3,47.3,12,2,0,0,1
2021-01-13 13:00:00,184.7,4.2,46.5,13,2,0,0,1
2021-01-13 14:00:00,180.92,3.3,39.9,14,2,0,0,1
2021-01-13 15:00:00,174.87,5.4,36.7,15,2,0,0,1
2021-01-13 16:00:00,185.35,3.8,56.2,16,2,0,0,1
2021-01-13 17:00:00,210.14,3.4,42.9,17,2,0,0,1
2021-01-13 18:00:00,237.94,3.2,40.3,18,2,0,0,1
2021-01-13 19:00:00,244.4,1.4,40.0,19,2,0,0,1
2021-01-13 20:00:00,235.99,3.6,44.1,20,2,0,0,1
2021-01-13 21:00:00,216.33,5.6,47.3,21,2,0,0,1
2021-01-13 22:00:00,194.86,3.7,55.5,22,2,0,0,1
2021-01-13 23:00:00,167.0,5.6,34.6,23,2,0,0,1
2021-01-14 00:00:00,163.74,0.3,45.4,0,3,0,0,1
2021-01-14 01:00:00,149.8,3.3,50.1,1,3,0,0,1
2021-01-14 02:00:00,157.56,5.8,39.7,2,3,0,0,1
2021-01-14 03:00:00,159.62,5.4,50.2,3,3,0,0,1
2021-01-14 04:00:00,159.0,8.5,45.4,4,3,0,0,1
2021-01-14 05:00:00,167.14,-0.9,56.3,5,3,0,0,1
2021-01-14 06:00:00,198.33,2.3,54.1,6,3,0,0,1
2021-01-14 07:00:00,212.71,4.8,40.3,7,3,0,0,1
2021-01-14 08:00:00,241.03,3.4,41.6,8,3,0,0,1
2021-01-14 09:00:00,244.59,0.3,50.3,9,3,0,0,1
2021-01-14 10:00:00,210.02,8.7,49.1,10,3,0,0,1
2021-01-14 11:00:00,212.11,2.9,47.8,11,3,0,0,1
2021-01-14 12:00:00,182.89,6.6,37.7,12,3,0,0,1
2021-01-14 13:00:00,190.55,6.5,55.2,13,3,0,0,1
2021-01-14 14:00:00,185.03,3.8,53.0,14,3,0,0,1
2021-01-14 15:00:00,182.7,7.0,51.1,15,3,0,0,1
2021-01-14 16:00:00,202.47,3.0,40.3,16,3,0,0,1
2021-01-14 17:00:00,214.89,3.9,47.4,17,3,0,0,1
2021-01-14 18:00:00,238.03,3.8,48.7,18,3,0,0,1
2021-01-14 19:00:00,259.23,4.7,48.7,19,3,0,0,1
2021-01-14 20:00:00,266.98,3.1,51.4,20,3,0,0,1
2021-01-14 21:00:00,229.55,3.4,53.7,21,3,0,0,1
2021-01-14 22:00:00,186.11,-0.7,43.7,22,3,0,0,1
2021-01-14 23:00:00,178.28,6.2,48.4,23,3,0,0,1
2021-01-15 00:00:00,152.54,5.9,43.0,0,4,0,0,1
2021-01-15 01:00:00,158.84,2.2,46.6,1,4,0,0,1
2021-01-15 02:00:00,169.24,5.0,43.9,2,4,0,0,1
2021-01-15 03:00:00,168.0,6.4,55.2,3,4,0,0,1
2021-01-15 04:00:00,169.61,5.0,50.9,4,4,0,0,1
2021-01-15 05:00:00,188.01,3.3,53.9,5,4,0,0,1
2021-01-15 06:00:00,189.21,8.6,47.7,6,4,0,0,1
2021-01-15 07:00:00,214.72,5.4,47.5,7,4,0,0,1
2021-01-15 08:00:00,248.19,4.4,46.5,8,4,0,0,1
2021-01-15 09:00:00,248.82,4.9,47.8,9,4,0,0,1
2021-01-15 10:00:00,229.97,4.9,49.0,10,4,0,0,1
2021-01-15 11:00:00,197.19,2.2,47.3,11,4,0,0,1
2021-01-15 12:00:00,195.36,5.0,41.6,12,4,0,0,1
2021-01-15 13:00:00,170.94,6.1,48.9,13,4,0,0,1
2021-01-15 14:00:00,156.94,5.4,37.7,14,4,0,0,1
2021-01-15 15:00:00,173.63,4.3,49.2,15,4,0,0,1
2021-01-15 16:00:00,188.1,2.6,48.2,16,4,0,0,1
2021-01-15 17:00:00,218.58,2.5,49.1,17,4,0,0,1
2021-01-15 18:00:00,255.6,7.0,50.8,18,4,0,0,1
2021-01-15 19:00:00,250.64,5.3,43.3,19,4,0,0,1
2021-01-15 20:00:00,237.46,1.7,61.9,20,4,0,0,1
2021-01-15 21:00:00,217.84,4.2,45.7,21,4,0,0,1
2021-01-15 22:00:00,182.48,3.4,38.2,22,4,0,0,1
2021-01-15 23:00:00,166.69,1.8,46.9,23,4,0,0,1
2021-01-16 00:00:00,104.18,3.2,48.6,0,5,1,0,1
2021-01-16 01:00:00,112.28,6.5,45.6,1,5,1,0,1
2021-01-16 02:00:00,106.12,2.0,50.8,2,5,1,0,1
2021-01-16 03:00:00,109.15,5.4,49.2,3,5,1,0,1
2021-01-16 04:00:00,126.98,5.0,45.6,4,5,1,0,1
2021-01-16 05:00:00,109.03,6.5,49.9,5,5,1,0,1
2021-01-16 06:00:00,133.52,2.4,44.2,6,5,1,0,1
2021-01-16 07:00:00,170.29,5.5,43.0,7,5,1,0,1
2021-01-16 08:00:00,175.85,4.6,37.4,8,5,1,0,1
2021-01-16 09:00:00,184.51,-0.6,43.7,9,5,1,0,1
2021-01-16 10:00:00,176.66,3.4,45.9,10,5,1,0,1
2021-01-16 11:00:00,170.71,3.4,55.0,11,5,1,0,1
2021-01-16 12:00:00,119.98,2.3,53.8,12,5,1,0,1
2021-01-16 13:00:00,99.54,3.0,55.1,13,5,1,0,1
2021-01-16 14:00:00,116.47,5.8,41.2,14,5,1,0,1
2021-01-16 15:00:00,116.32,4.2,56.0,15,5,1,0,1
2021-01-16 16:00:00,140.12,4.5,50.6,16,5,1,0,1
2021-01-16 17:00:00,171.62,3.0,47.2,17,5,1,0,1
2021-01-16 18:00:00,193.76,6.4,42.8,18,5,1,0,1
2021-01-16 19:00:00,208.15,5.3,46.7,19,5,1,0,1
2021-01-16 20:00:00,190.25,4.6,44.0,20,5,1,0,1
2021-01-16 21:00:00,182.31,5.5,42.0,21,5,1,0,1
2021-01-16 22:00:00,145.3,5.0,41.1,22,5,1,0,1
2021-01-16 23:00:00,135.12,4.9,51.3,23,5,1,0,1
2021-01-17 00:00:00,103.94,3.9,44.0,0,6,1,0,1
2021-01-17 01:00:00,112.87,2.6,43.8,1,6,1,0,1
2021-01-17 02:00:00,102.79,4.6,45.0,2,6,1,0,1
2021-01-17 03:00:00,100.49,5.3,45.0,3,6,1,0,1
2021-01-17 04:00:00,102.81,4.3,46.2,4,6,1,0,1
2021-01-17 05:00:00,121.24,6.3,51.7,5,6,1,0,1
2021-01-17 06:00:00,135.66,4.9,50.1,6,6,1,0,1
2021-01-17 07:00:00,159.33,6.4,55.8,7,6,1,0,1
2021-01-17 08:00:00,177.22,5.5,51.9,8,6,1,0,1
2021-01-17 09:00:00,174.31,2.4,52.0,9,6,1,0,1
2021-01-17 10:00:00,182.48,8.2,51.9,10,6,1,0,1
2021-01-17 11:00:00,149.09,4.7,56.3,11,6,1,0,1
